Дата,UserID,Продукт,Количество,Цена
2024-03-13,6353,Товар5,10,73.66
2023-10-03,1139,Товар3,4,23.86
2024-05-17,1510,Товар4,2,83.69
2023-12-22,9403,Товар1,4,57.79
2023-12-20,1685,Товар2,1,16.59
2023-07-30,2485,Товар3,3,67.42
2023-11-07,8775,Товар1,8,41.49
2023-11-08,3998,Товар2,5,96.22
2023-09-29,3680,Товар4,5,59.75
2023-08-02,4501,Товар2,3,90.95
2024-03-22,2841,Товар4,7,61.31
2024-02-16,9723,Товар2,8,86.84
2024-05-05,1924,Товар2,5,87.27
2023-07-27,9824,Товар3,10,18.31
2023-09-21,2661,Товар5,1,99.18
2023-12-24,4496,Товар5,9,31.59
2023-09-25,8414,Товар1,9,75.08
2023-09-14,6597,Товар2,5,49.43
2024-07-11,7792,Товар1,7,53.49
2024-03-06,6856,Товар3,10,40.76
2024-03-18,4205,Товар5,3,66.7
2024-04-21,3215,Товар2,2,48.95
2024-04-15,2519,Товар4,4,92.49
2024-03-31,6991,Товар4,10,25.47
2024-01-12,2277,Товар2,6,12.99
2024-05-14,1297,Товар4,5,69.61
2023-08-02,9698,Товар2,4,91.9
2024-07-23,7912,Товар5,9,92.67
2024-04-23,1426,Товар2,8,27.04
2024-05-22,9488,Товар3,3,60.9
2023-09-16,3806,Товар2,5,88.81
2024-02-24,2293,Товар1,6,84.94
2023-10-16,1417,Товар4,9,87.21
2024-04-25,3547,Товар1,6,98.24
2023-08-04,7172,Товар3,10,88.7
2023-12-08,5040,Товар2,6,14.91
2023-12-06,9601,Товар4,10,24.48
2023-09-02,9802,Товар2,6,82.64
2024-01-22,3921,Товар5,3,54.01
2023-09-13,4574,Товар4,8,41.53
2024-03-25,1555,Товар4,4,10.24
2023-08-26,1168,Товар4,6,36.45
2024-02-15,8125,Товар3,5,67.38
2024-05-02,4800,Товар5,8,23.61
2024-04-21,9321,Товар2,1,10.85
2024-06-27,2218,Товар2,7,70.69
2024-01-26,4884,Товар1,2,13.39
2024-01-04,1891,Товар5,5,54.35
2024-07-05,7915,Товар3,5,47.12
2023-09-11,5928,Товар1,10,89.35
2023-11-16,6613,Товар5,2,63.5
2023-09-27,6471,Товар1,7,84.96
2023-11-28,3998,Товар4,2,87.38
2023-08-01,8912,Товар5,2,25.28
2024-07-05,4782,Товар3,3,48.55
2024-01-26,6634,Товар4,4,25.26
2023-12-16,3143,Товар1,3,25.64
2024-06-07,3514,Товар5,3,82.7
2024-04-13,1650,Товар3,10,38.68
2024-02-06,3486,Товар5,4,29.08
2023-08-31,4234,Товар2,4,23.03
2024-07-21,6537,Товар5,10,35.68
2024-04-23,2838,Товар5,4,33.38
2024-06-22,3262,Товар1,2,10.6
2024-02-09,2922,Товар4,9,54.11
2024-04-10,9259,Товар4,3,96.27
2023-08-01,8647,Товар2,2,15.73
2023-09-06,5521,Товар5,5,26.6
2024-03-06,2714,Товар4,6,35.86
2023-10-07,8677,Товар1,9,17.59
2024-06-23,2997,Товар4,8,40.54
2023-09-30,5482,Товар5,8,91.74
2023-09-06,9140,Товар3,7,80.67
2024-03-24,8497,Товар3,9,68.51
2023-10-02,6761,Товар2,10,83.55
2023-10-10,6587,Товар5,5,68.47
2024-04-07,6180,Товар3,4,24.17
2023-10-27,7506,Товар5,6,53.61
2023-12-19,6585,Товар2,3,50.93
2024-06-09,2562,Товар1,4,61.02
2024-07-17,4278,Товар5,10,56.5
2023-10-26,9982,Товар4,10,28.98
2023-12-13,4040,Товар4,2,81.35
2024-04-19,8133,Товар1,3,54.79
2023-08-08,4800,Товар3,6,28.99
2024-03-30,3439,Товар5,6,60.49
2023-10-19,5160,Товар4,9,51.91
2023-10-29,5201,Товар1,10,19.16
2023-08-24,7490,Товар4,6,28.17
2024-06-28,2975,Товар2,10,95.53
2023-10-16,2830,Товар1,8,80.31
2024-04-06,5413,Товар1,1,91.36
2024-02-06,2706,Товар4,7,44.35
2023-11-12,6566,Товар3,8,14.62
2024-01-23,6106,Товар1,9,22.81
2024-02-28,5983,Товар3,7,12.1
2024-02-29,1756,Товар4,7,24.05
2024-03-08,2849,Товар4,7,36.42
2023-09-25,7044,Товар2,1,54.06
2024-04-12,1159,Товар3,4,80.42
2024-04-19,4660,Товар2,6,98.38
2023-07-27,4162,Товар1,5,32.47
2024-02-10,8749,Товар1,5,28.62
2023-08-30,4073,Товар4,6,64.7
2023-09-25,1387,Товар3,6,21.05
2024-06-15,4936,Товар2,8,54.54
2024-01-22,2253,Товар5,9,19.28
2024-05-29,2299,Товар5,4,10.02
2024-06-04,9052,Товар5,4,80.87
2023-11-26,4927,Товар2,9,20.45
2024-06-29,4779,Товар5,2,72.03
2024-05-25,2632,Товар3,2,28.08
2023-08-25,4136,Товар5,4,71.63
2024-01-15,1622,Товар1,3,39.5
2023-07-30,1562,Товар3,7,38.66
2023-08-20,3304,Товар3,3,29.35
2024-03-29,2908,Товар3,10,58.39
2023-12-14,3149,Товар4,3,20.37
2024-05-28,7556,Товар3,1,98.2
2023-07-26,1738,Товар4,10,55.83
2024-03-10,1086,Товар3,10,34.58
2023-07-28,2479,Товар4,1,69.64
2024-03-03,4494,Товар3,9,15.34
2023-11-11,4194,Товар5,5,94.15
2023-09-15,7838,Товар3,1,61.27
2023-08-08,2431,Товар1,7,82.83
2023-11-04,7196,Товар3,2,39.27
2023-08-27,7585,Товар2,5,44.15
2024-05-24,6109,Товар5,6,30.5
2023-08-25,6961,Товар3,8,27.26
2024-05-28,2880,Товар4,3,17.02
2023-07-28,1721,Товар5,2,15.96
2023-09-16,6964,Товар5,2,60.18
2023-11-23,6678,Товар5,5,24.47
2024-03-08,4369,Товар1,5,94.01
2023-11-11,3630,Товар3,10,36.67
2024-02-17,3529,Товар1,6,23.47
2024-06-22,4345,Товар1,8,56.17
2023-12-04,4442,Товар5,8,59.03
2024-01-25,9151,Товар5,2,99.77
2024-01-13,4488,Товар3,2,84.84
2024-07-11,7729,Товар3,1,92.09
2024-07-21,9849,Товар3,9,45.52
2024-02-21,9730,Товар2,6,78.95
2023-11-04,9061,Товар4,7,60.74
2024-07-14,3600,Товар1,8,65.12
2023-09-13,1471,Товар4,8,90.61
2024-01-25,1158,Товар4,10,59.12
2024-04-09,4070,Товар4,7,95.42
2024-06-20,6232,Товар3,1,59.92
2023-11-24,7225,Товар1,2,66.45
2024-01-08,8435,Товар3,3,16.54
2024-07-17,8071,Товар4,1,54.04
2024-04-05,2262,Товар1,6,50.77
2023-10-15,7134,Товар1,1,57.07
2024-04-22,9656,Товар1,9,10.27
2024-04-24,3893,Товар3,2,25.26
2023-07-30,4667,Товар5,7,44.32
2024-05-14,8682,Товар1,6,41.05
2023-09-21,9393,Товар3,10,43.79
2024-05-01,9452,Товар1,3,18.64
2023-12-02,2260,Товар5,2,42.43
2024-05-08,2411,Товар3,1,45.15
2023-12-16,9522,Товар3,7,46.57
2023-08-30,7738,Товар4,10,36.62
2024-04-07,8333,Товар4,9,75.51
2024-07-02,8179,Товар3,4,62.28
2023-07-30,3447,Товар3,7,65.68
2024-05-28,1478,Товар4,9,58.35
2023-11-27,9804,Товар4,9,45.98
2023-12-23,2246,Товар3,1,21.1
2024-01-10,3922,Товар5,5,11.6
2024-07-22,5536,Товар5,4,79.92
2024-07-21,8878,Товар3,7,33.13
2024-01-06,9163,Товар2,6,82.65
2023-11-16,4683,Товар5,6,89.45
2024-02-28,9507,Товар2,9,70.68
2024-03-06,4868,Товар2,7,67.88
2023-09-09,8934,Товар4,4,34.2
2023-09-29,4221,Товар4,2,58.09
2023-12-01,5107,Товар4,8,73.93
2023-12-21,8028,Товар4,7,81.62
2023-10-27,8081,Товар3,6,10.15
2024-05-09,4165,Товар1,9,53.73
2023-12-11,9590,Товар4,1,77.56
2023-09-29,3681,Товар4,2,40.41
2024-07-15,5472,Товар3,8,77.39
2023-12-18,4177,Товар5,9,20.8
2024-06-03,7928,Товар1,1,39.16
2024-05-25,5866,Товар2,7,33.76
2024-05-08,6290,Товар1,1,38.27
2024-02-09,3908,Товар1,6,89.14
2024-01-09,5948,Товар1,1,50.05
2024-01-17,3313,Товар3,8,35.18
2023-08-03,7709,Товар1,5,37.04
2024-06-04,5228,Товар4,10,70.19
2023-12-24,9525,Товар1,9,57.85
2023-08-26,7907,Товар1,6,70.05
2024-03-23,3071,Товар5,3,66.88
2023-10-05,5706,Товар5,9,36.88
2024-03-23,3613,Товар4,2,53.04
2024-01-30,5299,Товар2,8,92.8
2023-11-07,1441,Товар5,10,55.48
2024-01-12,6313,Товар5,10,91.77
2023-11-02,1298,Товар3,8,45.14
2024-02-17,2765,Товар5,9,79.67
2023-09-30,3925,Товар1,8,70.03
2024-05-24,2552,Товар2,4,56.8
2023-08-18,7945,Товар1,6,76.87
2024-01-23,8168,Товар3,10,55.71
2024-03-19,6818,Товар1,7,77.98
2024-06-03,1475,Товар5,10,72.28
2023-12-21,4869,Товар3,9,75.34
2023-12-25,8762,Товар2,7,16.61
2023-09-09,3022,Товар4,8,71.44
2024-03-31,2240,Товар1,4,58.41
2023-08-27,9852,Товар3,7,34.04
2024-04-19,4290,Товар3,8,80.11
2023-08-05,9479,Товар3,8,93.19
2023-12-02,8625,Товар5,5,26.22
2024-04-14,9359,Товар2,2,31.25
2024-02-03,8357,Товар5,2,33.51
2024-07-17,9507,Товар4,5,61.06
2024-02-16,2778,Товар1,2,46.18
2024-04-09,3915,Товар4,6,57.35
2023-11-16,5297,Товар1,6,90.02
2023-12-02,7600,Товар2,2,87.2
2024-06-26,7083,Товар4,5,76.01
2023-12-15,5694,Товар3,9,53.82
2023-10-20,2626,Товар3,5,14.32
2023-09-30,3386,Товар5,4,58.25
2023-08-05,4139,Товар4,7,54.36
2023-09-18,8084,Товар4,7,45.03
2024-01-27,5671,Товар4,3,52.73
2024-04-20,5233,Товар4,8,64.17
2024-03-08,2981,Товар1,6,13.58
2023-09-24,1723,Товар1,7,94.66
2023-09-09,3724,Товар1,4,76.58
2024-06-15,7244,Товар4,4,74.98
2024-03-03,1135,Товар5,9,62.79
2023-11-07,9897,Товар2,1,61.83
2023-12-10,6052,Товар2,7,71.08
2024-06-02,5097,Товар3,10,53.87
2023-11-25,2084,Товар4,2,73.06
2024-05-04,2174,Товар2,7,41.31
2024-04-02,2275,Товар1,10,30.69
2023-09-15,4401,Товар2,4,75.44
2024-07-02,2309,Товар4,5,76.9
2024-06-19,2466,Товар2,10,74.06
2024-03-14,6771,Товар4,4,54.77
2024-04-29,7444,Товар3,9,32.64
2024-06-16,4963,Товар1,2,33.58
2024-01-20,3688,Товар1,5,68.11
2024-04-07,7559,Товар5,9,75.45
2023-10-11,6486,Товар2,8,68.63
2024-05-21,9754,Товар4,10,24.92
2023-10-26,3226,Товар1,10,66.62
2023-11-29,4429,Товар3,7,16.3
2023-12-07,3372,Товар4,10,61.31
2024-03-12,1163,Товар2,7,77.25
2024-04-09,3852,Товар4,7,72.28
2024-06-25,6957,Товар5,3,61.24
2024-06-04,6339,Товар1,10,57.23
2024-07-13,7753,Товар3,9,87.92
2024-02-15,7491,Товар1,9,96.52
2023-11-10,4203,Товар5,4,12.52
2024-06-23,8123,Товар4,5,32.76
2023-12-05,6453,Товар5,4,41.81
2024-06-29,1263,Товар5,4,29.66
2024-05-18,4747,Товар1,7,22.29
2023-09-03,9750,Товар5,10,13.08
2023-10-05,1761,Товар5,6,21.29
2023-10-13,6402,Товар1,4,19.5
2023-08-18,3313,Товар2,7,75.44
2024-04-01,8186,Товар3,7,57.56
2023-11-24,8339,Товар1,9,20.68
2023-10-30,3193,Товар2,3,98.41
2023-12-09,5277,Товар1,6,37.9
2024-05-28,8064,Товар4,4,19.09
2024-07-05,7432,Товар4,2,11.36
2024-07-07,6102,Товар1,2,35.15
2024-01-06,6959,Товар3,10,43.86
2024-04-05,1187,Товар4,8,39.45
2023-12-12,8247,Товар3,5,77.37
2023-07-29,5043,Товар5,7,67.66
2024-06-27,1032,Товар1,2,44.59
2024-04-24,9447,Товар3,9,70.49
2024-01-01,1268,Товар3,10,59.9
2023-10-27,2800,Товар4,3,37.68
2024-07-06,8078,Товар5,8,87.48
2023-08-12,3944,Товар3,5,81.5
2023-08-18,3533,Товар2,7,81.62
2024-01-01,4034,Товар4,7,71.96
2023-11-26,2793,Товар5,8,68.71
2024-04-28,9074,Товар4,1,28.73
2024-06-12,7229,Товар1,3,42.36
2024-01-02,3772,Товар1,8,46.33
2024-04-03,2158,Товар5,6,50.64
2023-10-04,9852,Товар5,10,95.63
2024-01-13,4918,Товар3,8,82.0
2024-06-19,2639,Товар1,1,42.98
2023-10-15,2905,Товар2,10,39.51
2023-08-18,1816,Товар4,3,81.07
2023-10-14,6638,Товар5,8,63.22
2023-11-06,3511,Товар4,3,18.26
2023-11-24,7523,Товар2,4,30.24
2023-12-26,8179,Товар5,1,60.63
2023-08-27,6870,Товар4,10,35.14
2024-04-06,8674,Товар4,7,98.83
2023-08-13,8480,Товар3,8,60.65
2024-07-23,9385,Товар5,4,84.17
2024-05-26,1998,Товар3,4,22.77
2023-11-11,3115,Товар1,2,84.27
2024-02-15,3347,Товар3,2,69.95
2023-10-10,7219,Товар5,1,63.19
2023-09-03,3793,Товар1,7,95.45
2023-08-09,5577,Товар5,2,53.32
2023-08-31,1516,Товар5,9,43.11
2024-03-28,3758,Товар1,6,53.72
2024-04-02,1077,Товар2,7,48.95
2024-07-07,6380,Товар3,9,98.34
2023-07-29,3911,Товар4,5,34.92
2024-02-15,6804,Товар5,3,43.17
2023-10-20,8974,Товар1,2,40.26
2024-03-31,7415,Товар4,1,67.64
2024-05-24,2795,Товар5,5,41.92
2023-08-24,9090,Товар2,2,69.81
2023-11-22,1908,Товар5,1,97.71
2024-06-12,8491,Товар3,8,26.53
2023-09-06,7946,Товар2,3,65.87
2023-12-27,7521,Товар2,5,59.13
2023-12-11,7146,Товар2,5,74.28
2024-06-22,2225,Товар4,8,63.7
2024-05-13,1348,Товар2,6,40.29
2023-09-17,7144,Товар3,2,97.92
2023-09-28,3720,Товар2,7,92.28
